"id","course_id","question","answer","faq_position","added_date","modified_date","status","question_tag"
"9349","7","What if I want to migrate from one batch to another batch?","<p dir=""ltr"" style=""line-height:1.38;background-color:#ffffff;margin-top:0pt;margin-bottom:12pt;""><span id=""docs-internal-guid-55178500-7fff-bd3b-6f4a-4814fdd763be""><span style=""font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Yes, you can migrate from one batch to another after paying a migration fee of INR 2000/- (or as per the prescribed fee pertaining at the time of migration) and the course fee difference between the admitted batch and transferee batch if any. If migrated, the work or assignments submitted earlier by you will not be considered.</span></span></p>",NULL,"2021-04-12 01:51:21",NULL,"A","0"
"9350","7","What if I am unable to complete the course in time?","<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-0933b998-7fff-4f12-bd21-758b4282ba8f""><span style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">A student is given sufficient time to submit the minimum number of required assignments. If they fail to do so, they can submit their pending assignments after the deadline with an extension fee of Rs 2000/- Please check the details of our different courses to know more about the assignment deadlines for individual courses.</span></span><span><span style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">&nbsp;</span></span></p>

<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-f72a3ae9-7fff-7b8a-b3b0-2a2947a84488"">&nbsp;</span></p>

<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-f72a3ae9-7fff-7b8a-b3b0-2a2947a84488""><strong style=""color:rgb(255, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; font-weight:700; vertical-align:baseline; white-space:pre-wrap"">We suggest you check the Migration Rules of your course on the course page.</strong></span></p>",NULL,"2021-04-12 01:51:21","2021-10-20 02:03:26","A","0"
"9351","7","Do you conduct exams after completing the course?","<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 12pt;""><span id=""docs-internal-guid-73f83011-7fff-7821-5165-c0b314b95624""><span style=""color:rgb(67, 67, 67); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">LawSikho conducts exams during the course duration. If the course is accredited by MEPSC, LawSikho will conduct one certification test during the course duration &amp; the MEPSC will conduct another after completion of the course.</span></span></p>",NULL,"2021-04-12 01:51:21","2021-10-20 02:01:27","A","0"
"9353","7","What if I can’t finish the weekly exercises?","<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 0pt; padding: 0pt 0pt 12pt;""><span id=""docs-internal-guid-c84d0ea9-7fff-c256-2e8f-6e6c478d0a7c""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Weekly exercises are very important to learn the practical aspects for which you joined the course. You get sufficient time to complete those. In case you can&rsquo;t finish them within the due date, you get an extension to complete them with a deduction of a few marks.&nbsp;</span></span></p>

<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 12pt;""><span id=""docs-internal-guid-c84d0ea9-7fff-c256-2e8f-6e6c478d0a7c""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">You will not get a LawSikho certificate if you fail to submit the required number of assignments and articles. These are mandatory requirements for obtaining the certificate and value of the course for which you enrolled.</span></span></p>",NULL,"2021-04-12 01:51:21",NULL,"A","0"
"9354","7","Does the certificate have marks or grades mentioned?","<p dir=""ltr"" style=""line-height:1.38;text-align: justify;background-color:#ffffff;margin-top:0pt;margin-bottom:12pt;""><span id=""docs-internal-guid-d03448be-7fff-6585-8cb0-89e515ec791f""><span style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">The certificate will have the Grade on it. If students want to know their scores, they can write to us at </span><em><strong><span style=""color:rgb(74, 110, 224); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">support@lawsikho.com</span></strong></em><span style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">. We will provide their scores.</span></span></p>",NULL,"2021-04-12 01:51:21",NULL,"A","0"
"9355","7","Is there any written exam at the end of the course?","<p style=""text-align: justify;""><span id=""docs-internal-guid-92303a14-7fff-b755-7c1d-f2e1cc42c446""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Yes, you will have to attempt just one MCQ test at the end of the course for LawSIkho certification.</span></span><span id=""docs-internal-guid-a3a217ce-7fff-b1e3-0987-8b1bddbd56ed"" style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap""> </span></p>",NULL,"2021-04-12 01:51:21","2021-10-20 02:00:37","A","0"
"9356","7","What if I submit all assignments but miss the MCQ?","<p style=""text-align: justify;""><span id=""docs-internal-guid-f184d290-7fff-6162-f35e-a5bafbf17a33""><span style=""font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">You must complete the required number of assignments and the MCQ test to complete the course successfully. They are mandatory requirements. You won&rsquo;t get the LawSikho certificate if you fail to fulfil these requirements.</span></span></p>",NULL,"2021-04-12 01:51:21",NULL,"A","0"
"9358","7","What is an online Live class?","<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-1fc457b4-7fff-712c-9f01-5f5d767693a5""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">An online Live class is a video conference-based class that you can attend from mobile, tablet and personal computer through an application. You can see the teacher and the teacher can see you. You can even share your screen with the teacher for comments if the teacher requests it, and the teacher can show you his or her screen. You can see other people attending the class also. There is usually a lot of discussion amongst the students and teachers in the class. It is very much like a live classroom except that you do not have to travel to access the class; you can access it on the go as long as you have internet and a device.</span></span></p>",NULL,"2021-04-12 01:51:21",NULL,"A","0"
"9359","7","Can I get personal guidance in working on assignments that I find challenging?","<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-ad3fc298-7fff-5fc6-1b41-ceb228f76c42""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">We will point you out the relevant reading material and templates and precedences you need to solve an assignment. You can also freely discuss with other students in the course WhatsApp group. You can post queries in the learning management system as well while working on assignments. During the live sessions, you can ask questions to the expert and get your issue resolved. Sometimes it may be possible to schedule a call with evaluators and discuss with them, but this is at the discretion of the evaluator and at a time of his or her convenience. We cannot handle unlimited calls with every small question. You have to respect the time and availability of the evaluators also. For that, you already have the Learning Management System and the WhatsApp group, where you can post an unlimited number of doubts.</span></span></p>",NULL,"2021-04-12 01:51:21",NULL,"A","0"
"9360","7","How is our training methodology unique and industry-proven? Is it endorsed by the legal industry in India or abroad?","<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-3db39d3c-7fff-d9cd-0dd0-90f4632a57c7""><span style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Our training methodology is unique. While any outside authority does not endorse it, the success of our students speaks for itself. Our methodology is described in detail in the previous questions. The legal industry loves to hire our students who have gone through the entire training we provided. Major companies have been hiring us to train their legal teams and managerial executives with cutting edge legal courses. This is proof of our success.&nbsp;</span></span></p>",NULL,"2021-04-12 01:51:21","2021-09-24 01:10:44","A","0"
"9362","7","Are there going to be classroom sessions?","<p dir=""ltr"" style=""line-height:1.38;text-align: justify;background-color:#ffffff;margin-top:0pt;margin-bottom:0pt;""><span id=""docs-internal-guid-c244cf1e-7fff-cf03-f958-f893a0ad079b""><span style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Yes, in all our premium courses, there are live weekly classroom sessions. Apart from one session related to your course, sometimes you will be invited to attend extra free sessions on writing, networking or other relevant skills. However, the course is conducted through an online learning management system, enabling students to access study materials from anywhere in the world at their own time and convenience. Course materials will be accessible on the online learning management system, which you can assess on a laptop/desktop. You can also access the course on your phone by downloading the LawSikho app. We may upload some course materials around the time of your class about the relevant issue. Apart from this, you will have access to significant hard copy material as well. </span></span></p>

<p dir=""ltr"" style=""line-height:1.38;text-align: justify;background-color:#ffffff;margin-top:0pt;margin-bottom:0pt;"">&nbsp;</p>

<p dir=""ltr"" style=""line-height:1.38;text-align: justify;background-color:#ffffff;margin-top:0pt;margin-bottom:0pt;""><span><span style=""font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Live sessions on exercises shared will be conducted online every week. Once or twice a month, you will also have a session on writing influential articles and networking skills. In total, students will have 5-6 live sessions every month. At times there could be extra sessions that are optional to attend. </span></span></p>

<p dir=""ltr"" style=""line-height:1.38;text-align: justify;background-color:#ffffff;margin-top:0pt;margin-bottom:0pt;"">&nbsp;</p>

<p dir=""ltr"" style=""line-height:1.38;text-align: justify;background-color:#ffffff;margin-top:0pt;margin-bottom:0pt;""><span id=""docs-internal-guid-c244cf1e-7fff-cf03-f958-f893a0ad079b""><span style=""font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Our experts&#39; weekly online sessions will include feedback on the previous week&#39;s exercise and explain new concepts related to upcoming exercises.</span><span style=""color:rgb(0, 0, 0); font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">&nbsp;</span></span></p>",NULL,"2021-04-12 01:51:21",NULL,"A","0"
"9363","7","What if I cannot attend the classroom sessions?","<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 0pt; padding: 0pt 0pt 12pt;""><span id=""docs-internal-guid-3c221241-7fff-e63d-72ad-1e8ee7a49faa""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Attendance for sessions is not mandatory but crucial for learning to perform exercises that add value. Students who miss the session can watch the recorded versions of the sessions conducted on the Learning Management System (LMS) and the assignment portal (anything that is easier for you, it is uploaded on both platforms). We will add the recorded session to LMS within 48 working hours.</span></span></p>

<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 0pt; padding: 0pt 0pt 12pt;""><span id=""docs-internal-guid-3c221241-7fff-e63d-72ad-1e8ee7a49faa""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">It is highly recommended that you complete weekly exercises. It is mandatory to submit 50% of subject exercises per course requirement and all writing assignments.</span></span></p>

<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 0pt; padding: 0pt 0pt 12pt;""><span id=""docs-internal-guid-3c221241-7fff-e63d-72ad-1e8ee7a49faa""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">All study materials, including text, videos, drafting exercises, templates and regular tests, will be available only on the LMS and accessed using your login ID for the LMS. Students can also access the course through the state of the art mobile Apps, making learning convenient and accessible on a real-time basis.&nbsp;</span></span></p>

<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 12pt;""><span id=""docs-internal-guid-3c221241-7fff-e63d-72ad-1e8ee7a49faa""><strong style=""color:rgb(255, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; font-weight:700; vertical-align:baseline; white-space:pre-wrap"">Some courses require 100% of subject exercise submission. Please visit the course page to know the number of exercises and assignments to be submitted for a particular course.</strong></span></p>",NULL,"2021-04-12 01:51:21",NULL,"A","0"
"9365","7","I cannot find my question here. How do I proceed?","<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-5f67abea-7fff-486e-3f2d-5483b07da308""><span style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">For any other help or clarification, or grievance, please write to us at </span><strong style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; font-weight:700; vertical-align:baseline; white-space:pre-wrap"">support@lawsikho.com</strong><span style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">.&nbsp;</span></span></p>

<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-5f67abea-7fff-486e-3f2d-5483b07da308""><span style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Our student support team representative will write back to you with a personalized response within 24 working hours.</span></span></p>

<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-5f67abea-7fff-486e-3f2d-5483b07da308"">&nbsp;</span></p>

<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-5f67abea-7fff-486e-3f2d-5483b07da308""><span style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Don&rsquo;t forget to mention your</span><em style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-style:italic; font-variant-east-asian:normal; font-variant-numeric:normal; font-weight:700; vertical-align:baseline; white-space:pre-wrap""> Enrollment Number, Course</em><span style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap""> and <strong>B</strong></span><strong><strong style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; font-weight:700; vertical-align:baseline; white-space:pre-wrap"">atch </strong></strong><span style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">when you communicate with LawSikho.&nbsp;</span></span></p>

<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-5f67abea-7fff-486e-3f2d-5483b07da308"">&nbsp;</span></p>

<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-5f67abea-7fff-486e-3f2d-5483b07da308""><span style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">We are closed on Sundays and Central Government Gazetted Holidays.</span></span></p>

<div>&nbsp;</div>",NULL,"2021-04-12 01:51:21",NULL,"A","0"
"9367","130","Who can enrol for the LawSikho Courses?","<p style=""text-align: justify;""><span id=""docs-internal-guid-66d5f81a-7fff-215c-c093-c588572c1666""><span style=""color:rgb(67, 67, 67); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">We recommend that you should have completed your Higher Secondary / Class XII from a recognized Board / University. In the case of foreign nationals, you should have completed the equivalent of Higher Secondary in India in your respective country. You should also be comfortable with the English language and using a computer. However, we have no formal pre-qualification requirements because we are not a University or college. Anyone who wants to learn is welcome to join our courses.&nbsp;</span></span></p>","2","2021-04-12 01:52:43","2021-04-12 14:04:26","A","0"
"9368","130","Are hard copy study materials provided for reference, or are there only online classes?","<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 0pt; padding: 0pt 0pt 12pt;""><span id=""docs-internal-guid-3e7a34b6-7fff-cb0c-15da-80fc35b8c6d2""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Students of LawSikho will be provided hard copy materials, </span></span><span id=""docs-internal-guid-fbbe563e-7fff-6e05-fbd5-811e0fcb0bf7""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">we will dispatch it within</span><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap""> 45 days</span></span><span><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap""> of your course commencement date.&nbsp;&nbsp;</span></span></p>

<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 0pt; padding: 0pt 0pt 12pt;""><span id=""docs-internal-guid-3e7a34b6-7fff-cb0c-15da-80fc35b8c6d2""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">However, online classes, videos, regulatory updates and periodic upgrades to the courses cannot be included in the hard copies. We will provide you with hard copy material for all important chapters. We keep adding many new chapters from time to time and there are restrictions on page numbers so all online material cannot be available in hard copy. We would keep adding new material online from time to time, so please do not expect all such material to be made available in the hard copy also. You can use the hard copy materials for your reference, however, we recommend that you do not exclusively rely on hard copies for cracking the assessment test and the exercises. Please refer to the online library of materials from time to time.</span></span></p>

<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 12pt;""><span id=""docs-internal-guid-3e7a34b6-7fff-cb0c-15da-80fc35b8c6d2""><strong style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; font-weight:700; vertical-align:baseline; white-space:pre-wrap"">Note</strong><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">: We will send hard copy material through our service partners. We have three service partners.&nbsp;</span></span></p>

<p dir=""ltr"" role=""presentation"" style=""list-style-type: decimal; font-size: 12pt; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-3e7a34b6-7fff-cb0c-15da-80fc35b8c6d2""><span style=""font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">1. Indian Speed Post&nbsp; (Provides delivery &lsquo;anywhere in India&rsquo; under contractual service)&nbsp;</span></span></p>

<p dir=""ltr"" role=""presentation"" style=""list-style-type: decimal; font-size: 12pt; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-3e7a34b6-7fff-cb0c-15da-80fc35b8c6d2""><span style=""font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">2. Delhivery&nbsp;</span></span></p>

<p dir=""ltr"" role=""presentation"" style=""list-style-type: decimal; font-size: 12pt; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 12pt;""><span id=""docs-internal-guid-3e7a34b6-7fff-cb0c-15da-80fc35b8c6d2""><span style=""font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">3. Trackon Couriers Pvt Limited&nbsp;</span></span></p>

<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 0pt; padding: 0pt 0pt 12pt;""><span id=""docs-internal-guid-3e7a34b6-7fff-cb0c-15da-80fc35b8c6d2""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">If our service partners do not have a presence in your area and want to get the hard copy,&nbsp; you can send us a specific request.&nbsp;</span></span></p>

<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 0pt; padding: 0pt 0pt 12pt;""><span id=""docs-internal-guid-3e7a34b6-7fff-cb0c-15da-80fc35b8c6d2""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">LawSikho will not be responsible if the speed post bounces back or hard copy material is not delivered. We will levy the courier charge on you in such a scenario.&nbsp;</span></span></p>

<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 12pt;""><span style=""color:#FF0000""><strong><em><span id=""docs-internal-guid-3e7a34b6-7fff-cb0c-15da-80fc35b8c6d2""><span style=""font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Please visit the respective course page to learn more about the hard copy study material policy of that course.</span></span></em></strong></span></p>

<div>&nbsp;</div>","3","2021-04-12 01:52:43","2021-10-30 12:52:28","A","0"
"9369","130","Will international students also be sent hard copy material?","<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 12pt;""><span id=""docs-internal-guid-22caac71-7fff-5907-560e-6e1a7e923c9f""><span style=""color:rgb(67, 67, 67); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">If international students require hard copy material, they need to share their correct address and we will let them know the cost of the courier which they need to pay and then the hard copy will be dispatched. This is the process because the cost of an international courier is very high compared to the domestic courier within India (for domestic courier we have no additional charges). Some international students provide us with an Indian address for couriering hard copy material. In those cases, we charge nothing extra for the courier.</span></span></p>","4","2021-04-12 01:52:43","2021-04-12 14:04:26","A","0"
"9370","130","How do I figure out if the course covers a specific topic I want to study?","<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 12pt;""><span id=""docs-internal-guid-ccb5d27e-7fff-aa5b-880f-1358c70d6905""><span style=""color:rgb(67, 67, 67); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">A person can visit the official website of </span><a href=""https://lawsikho.com/"" style=""text-decoration-line: none;""><span style=""color:rgb(17, 85, 204); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; text-decoration-line:underline; text-decoration-skip-ink:none; vertical-align:baseline; white-space:pre-wrap"">LawSikho</span></a><span style=""color:rgb(67, 67, 67); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap""> and find the relevant course and see the course syllabus, learning objectives and even a list of weekly exercises. You can also subscribe for free sample material. If more clarification about the course is needed, feel free to chat with our online chat specialist. You could also call us on our landline number, +91 11 40845203 for further assistance.</span></span></p>","5","2021-04-12 01:52:43","2021-04-12 14:04:26","A","0"
"9371","130","How can I get access to a demo class?","<p dir=""ltr"" style=""line-height:1.38;text-align: justify;background-color:#ffffff;margin-top:0pt;margin-bottom:0pt;padding:0pt 0pt 12pt 0pt;""><span id=""docs-internal-guid-81c613ce-7fff-1877-2369-7b0c6c35dc93""><span style=""font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">We do not offer any demo classes. You will not understand the course&#39;s quality by attending a single class as the results we produce is done through a combination of many things - study material, assignments, personal feedback on assignments, and then finally, class. The only way to experience the course is to take the course for a month, risk-free, as we give no questions asked and refund between the 30th and 45th day provided you attend all classes and solve all the assignments.&nbsp;</span></span></p>

<p dir=""ltr"" style=""line-height:1.38;text-align: justify;background-color:#ffffff;margin-top:0pt;margin-bottom:12pt;""><span id=""docs-internal-guid-81c613ce-7fff-1877-2369-7b0c6c35dc93""><strong style=""color:rgb(255, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; font-weight:700; vertical-align:baseline; white-space:pre-wrap"">The refund policy may vary. We advise you to go through the refund policy given on the respective course page to know the actual refund policy applied to you.</strong></span></p>","6","2021-04-12 01:52:43","2021-04-12 14:04:26","A","0"
"9372","130","Are there any minimum attendance requirements?","<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 0pt; padding: 0pt 0pt 12pt;""><span id=""docs-internal-guid-d0470911-7fff-d7d1-41bc-3b0be713dad7""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">There are no minimum attendance requirements, as we will teach the course online through a Learning Management System that allows you to pursue the course at your own pace and convenience.</span></span></p>

<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 0pt; padding: 0pt 0pt 12pt;""><span id=""docs-internal-guid-d0470911-7fff-d7d1-41bc-3b0be713dad7""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">We will conduct online weekly classrooms for 40 minutes to an hour. Attendance is recommended. Feedbacks by our experts on your assignments submitted is the goal of our sessions.&nbsp;</span></span></p>

<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 12pt;""><span id=""docs-internal-guid-d0470911-7fff-d7d1-41bc-3b0be713dad7""><strong style=""color:rgb(255, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; font-weight:700; vertical-align:baseline; white-space:pre-wrap"">To know more about exercises and assignments submission requirements, please check the course page.</strong></span></p>","7","2021-04-12 01:52:43","2021-04-12 14:04:26","A","0"
