"id","course_id","banner_name","image_name","show_syllabus","show_enroll_now","show_refund_policy","show_enroll_close_date","show_free_download","status","banner_type","use_as_listing","banner_listing","added_date","modified_date","infographic_value","banner_tagline","show_banner_tagline","show_banner_share","banner_sub_desc","show_sub_desc","show_banner_phone","banner_phone","show_counselling_call","show_new_theme"
"308","310","Banner","19fdf1c80f8b876ac549773826b24540.jpg","N","Y","N","Y","N","A","primary",NULL,,"2024-11-13 21:35:51","2024-11-13 22:11:26",NULL,,"N","N",,"N","N",,"N","N"
"309","311","Banner","a61afc94d2fcb238041c5236126f7549.jpeg","N","Y","N","Y","N","A","primary",NULL,,"2024-11-13 22:24:18","2024-11-13 23:11:00",NULL,,"N","N",,"N","N",,"N","N"
"310","312","Banner","52407492c51a6d11e45b5c6b30dd0e6c.jpg","N","Y","N","Y","N","A","primary",NULL,,"2024-12-12 11:12:00","2024-12-12 11:12:15",NULL,,"N","N",,"N","N",,"N","N"
"311","313","Banner","7a6b4c492d72c150c798d2cc64def62d.jpg","N","Y","N","Y","N","A","primary",NULL,,"2024-12-19 17:31:12","2024-12-19 17:12:00",NULL,,"N","N",,"N","N",,"N","N"
"312","314","Banner","46add78eb56f5f86ae1ab5e1aae44f06.jpg","Y","Y","Y","Y","Y","A","primary",NULL,,"2025-01-03 22:41:33","2026-03-05 12:03:06",NULL,,"N","N",,"N","N",,"N","N"
"313","315","Banner","7f7034152a801dc5a6b76ad11ad6c7b5.jpg","Y","Y","Y","Y","N","A","primary",NULL,,"2025-01-03 22:44:35","2025-01-03 23:01:21",NULL,,"N","N",,"N","N",,"N","N"
"314","316","Banner","752d274552fe359fbe479f219c9668c9.jpg","Y","Y","N","Y","N","A","primary",NULL,,"2025-01-18 14:33:09","2025-11-13 17:11:05",NULL,,"N","N",,"N","N",,"N","N"
"315","317","Banner","51972ad032c62f9734aec462d4c357a7.jpeg","N","Y","N","Y","N","A","primary",NULL,,"2025-01-21 11:07:08","2025-01-21 12:01:32",NULL,,"N","N",,"N","N",,"N","N"
"316","318","Banner","f07db9b6cf3328ca62a868e8dc4a1e3c.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-01-27 12:18:42","2025-01-27 13:01:29",NULL,,"N","N",,"N","N",,"N","N"
"317","319","Banner",NULL,"N","N","N","N","Y","A",NULL,NULL,NULL,"2025-01-29 12:44:15",NULL,NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"318","320","Banner","a2d84721a5ac7247595bb1ac0393fa49.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-01-29 13:33:01","2025-01-29 13:01:56",NULL,,"N","N",,"N","N",,"N","N"
"319","321","Banner","091c96687ed019986babd33aa8ba293a.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-01-31 23:36:11","2025-02-01 00:02:34",NULL,,"N","N",,"N","N",,"N","N"
"320","322","Banner",NULL,"N","N","N","N","Y","A",NULL,NULL,NULL,"2025-02-10 16:21:24",NULL,NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"321","323","Banner","1ff75628219fe2ad267e05d8c6c2b0b0.jpeg","N","Y","N","Y","N","A","primary",NULL,,"2025-02-10 16:40:22","2025-02-10 16:02:10",NULL,,"N","N",,"N","N",,"N","N"
"322","324","Banner","50c49a1c1f4ab532f8db232425ecc443.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-02-14 15:07:21","2025-02-14 15:02:16",NULL,,"N","N",,"N","N",,"N","N"
"323","325","Banner","9e0b2ba1956fc33c4f67b62194aed867.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-02-14 16:07:34","2025-02-14 17:02:13",NULL,,"N","N",,"N","N",,"N","N"
"324","326","Banner","699a96ffcba0ac4728e62ecd468bfc07.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-02-18 20:41:35","2025-02-18 21:02:51",NULL,,"N","N",,"N","N",,"N","N"
"325","327","Banner","efcb65688b5e4c0673cfa308aca084e3.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-02-19 11:19:46","2025-02-19 11:02:15",NULL,,"N","N",,"N","N",,"N","N"
"326","328","Banner",NULL,"N","N","N","N","Y","A",NULL,NULL,NULL,"2025-02-21 14:49:32",NULL,NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"327","329","Banner","6d1be37986f75bccf9d14ae27c5408b0.jpg","Y","Y","Y","Y","N","A","primary",NULL,,"2025-02-24 16:16:21","2025-02-24 17:02:21",NULL,,"N","N",,"N","N",,"N","N"
"328","330","Banner",NULL,"N","N","N","N","Y","A",NULL,NULL,NULL,"2025-03-03 11:30:50",NULL,NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"329","331","Banner","052d095b0d273d654fedd13815af1910.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-03-03 12:27:18","2025-03-03 17:03:59",NULL,,"N","N",,"N","N",,"N","N"
"330","332","Banner","9c6bd434c72473d6cb4616d2939bf021.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-03-05 10:43:49","2025-03-05 21:03:22",NULL,,"N","N",,"N","N",,"N","N"
"331","333","Banner","345a93bd3a87862ee3edcee057659ff0.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-03-05 11:29:39","2025-03-05 21:03:16",NULL,,"N","N",,"N","N",,"N","N"
"332","334","Banner",NULL,"N","N","N","N","Y","A",NULL,NULL,NULL,"2025-03-18 18:49:06",NULL,NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"333","335","Banner","fa62e56941b3c52cb848437ee180237a.jpg","Y","Y","N","Y","N","A","primary",NULL,,"2025-03-18 18:54:13","2025-03-18 19:03:53",NULL,,"N","N",,"N","N",,"N","N"
"334","336","Banner","2a88b4aff71ecd11b722165d9cf82cfa.jpg","Y","Y","N","Y","N","A","primary",NULL,,"2025-04-21 16:45:31","2025-08-14 19:08:33",NULL,,"N","N","The Refund Policy is not applicable for this course","Y","N",,"N","N"
"335","337","Banner","ee40e3ee98fcafabeabd036989610af5.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-04-30 19:23:38","2025-05-01 13:05:18",NULL,,"N","N",,"N","N",,"N","Y"
"336","338","Banner","78daa41e78eef3635902ccb7cb95ec68.jpeg","N","Y","N","Y","N","A","primary",NULL,,"2025-04-30 22:39:59","2025-05-01 13:05:36",NULL,,"N","N",,"N","N",,"N","Y"
"337","339","Banner","cb8403551001647cc08c6b2b0c636fa9.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-05-12 13:27:47","2025-05-15 18:05:20",NULL,,"N","N",,"N","N",,"N","Y"
"338","340","Banner","c19f05b1af9ec89120f8cb938f7e8177.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-05-15 14:51:34","2025-05-15 15:05:39",NULL,,"N","N",,"N","N",,"N","N"
"339","341","Banner","67364589e392e5c63a4574e7a2ed45b0.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-06-19 11:09:46","2025-06-19 11:06:29",NULL,,"N","N",,"N","N",,"N","N"
"340","342","Banner","9f88cc539f5527b1f4491006dd224013.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-06-20 14:02:49","2025-06-23 13:06:09",NULL,,"N","N",,"N","N",,"N","N"
"341","343","Banner","ab9c7e106ac61d47002bef46db334d62.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-06-26 19:09:31","2025-06-26 22:06:11",NULL,,"N","N",,"N","N",,"N","N"
"342","344","Banner","260bee0697d923dd3e7eebc51c2f987c.jpeg","N","Y","N","Y","N","A","primary",NULL,,"2025-06-30 20:56:56","2025-06-30 21:06:55",NULL,,"N","N",,"N","N",,"N","N"
"343","345","Banner","26cfa655d91461c9a5a81743f7fe0624.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-07-07 23:10:45","2025-07-07 23:07:01",NULL,,"N","N",,"N","N",,"N","N"
"344","346","Banner","426b7434427136a2b71129fd14bc834e.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-07-14 15:56:43","2025-07-14 16:07:45",NULL,,"N","N",,"N","N",,"N","N"
"345","347","Banner","09bee8c390d537d2e2f74431f63f4dba.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-07-23 10:42:23","2025-07-23 11:07:44",NULL,,"N","N",,"N","N",,"N","N"
"346","348","Banner","37d901b5b054284c201da1c17eeb4d33.png","Y","Y","Y","Y","N","A","primary",NULL,,"2025-07-27 12:08:01","2026-01-22 14:01:12",NULL,,"N","Y",,"N","N",,"N","N"
"347","349","Banner","00e5b0770da58c2b59f017e0f8eef765.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-07-29 14:42:17","2025-07-29 17:07:06",NULL,,"N","N",,"N","N",,"N","N"
"348","350","Banner","778552d26382bc6463c1092f5d2d711b.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-07-31 23:31:24","2025-08-01 00:08:02",NULL,,"N","N",,"N","N",,"N","N"
"349","351","Banner","a0a1ac4b808820aa2103515dd49bf6a5.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-08-20 15:53:51","2025-08-20 16:08:09",NULL,,"N","N",,"N","N",,"N","N"
"350","352","Banner","1c452560d6726e613ca5bed2769c248e.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-08-31 13:13:56","2025-08-31 13:08:30",NULL,,"N","N",,"N","N",,"N","N"
"351","353","Banner","bc221357356425dbf94a85b99bf303e1.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-09-05 20:19:53","2025-09-05 22:09:15",NULL,,"N","N",,"N","N",,"N","N"
"352","354","Banner","c9772d42810d44afa2cd029945d62b6c.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-09-06 08:36:48","2025-09-06 08:09:30",NULL,,"N","N",,"N","N",,"N","N"
"353","355","Banner","3a2d16a21b54816d925f367e5abb20b1.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-09-12 18:41:18","2025-09-12 19:09:57",NULL,,"N","N",,"N","N",,"N","N"
"354","356","Banner","51ec9fe0ab96a5dcc286258fff83e6f9.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-09-15 18:36:46","2025-09-17 18:09:11",NULL,,"N","N",,"N","N",,"N","N"
"355","357","Banner","79039358da8761e49209bc68ee723f51.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-09-17 20:54:10","2025-09-17 21:09:48",NULL,,"N","N",,"N","N",,"N","N"
"356","358","Banner","cb07e18135cbbeb84e927751b3b6b252.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-09-22 17:09:26","2025-09-22 17:09:47",NULL,,"N","N",,"N","N",,"N","N"
"357","359","Banner","bca99c4e8fe95a66f8645ea7f2d2a0ef.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-10-05 13:35:52","2025-10-05 14:10:12",NULL,,"N","N",,"N","N",,"N","N"
"358","360","Banner","83e01ca1b600677541f5c65d5d57e58e.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-10-10 12:45:53","2025-10-10 13:10:14",NULL,,"N","N",,"N","N",,"N","N"
"359","361","Banner","df56cdefcb4fdcbde3e73f98eed1e2fc.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-10-17 10:07:47","2025-10-17 10:10:08",NULL,,"N","N",,"N","N",,"N","N"
"360","362","Banner","c369c805495ec036c19d634eb80f70aa.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-10-23 22:34:38","2025-10-23 22:10:38",NULL,,"N","N",,"N","N",,"N","N"
"361","363","Banner",NULL,"N","N","N","N","Y","A",NULL,NULL,NULL,"2025-11-02 11:58:36",NULL,NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"362","364","Banner","7d2ce11ded1864774d9cfdeca63a2277.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-11-02 12:25:15","2025-11-02 12:11:06",NULL,,"N","N",,"N","N",,"N","N"
"363","365","Banner","58ca877729d9f0e73cedd4d6d622ae78.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-11-02 19:18:10","2025-11-02 20:11:21",NULL,,"N","N",,"N","N",,"N","N"
"364","366","Banner","05bde7bafa603fe2921b7fff7dca43e3.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-11-02 20:44:35","2025-11-02 21:11:16",NULL,,"N","N",,"N","N",,"N","N"
"365","367","Banner","c10e38535e488cadf9d95ff7db19cf66.jpg","Y","Y","Y","Y","N","A","primary",NULL,"4b5dfa0e102f4543bea908173dee1558.jpg","2025-11-05 15:53:29","2025-11-05 17:11:11",NULL,,"N","N",,"N","N",,"N","N"
"366","368","Banner","13e036cb0fb8232f5ed9f1b1d65317ce.jpg","Y","Y","N","Y","N","A","primary",NULL,"2c8d43ec60e67dd559fc386d5bdc63be.jpg","2025-11-09 16:41:06","2025-11-20 13:11:30",NULL,,"N","N",,"N","N",,"N","N"
"367","369","Banner","42f0d02e03dff2657a388a3e89a3b53f.png","N","Y","N","Y","N","A","primary",NULL,,"2025-11-19 21:51:47","2025-11-22 11:11:49",NULL,,"N","N",,"N","N",,"N","N"
"368","370","Banner","05a981ca6fdb85154c56dfea33a6a879.jpg","Y","Y","Y","Y","N","A","primary",NULL,,"2025-12-04 14:32:29","2025-12-04 17:12:27",NULL,,"N","N",,"N","N",,"N","N"
"369","371","Banner","bd863070be3268619b9645ffe9a26698.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-12-09 16:14:27","2025-12-09 16:12:05",NULL,,"N","N",,"N","N",,"N","N"
"370","372","Banner","0a851396b5ff5518eccadef8ef2d85f0.jpg","Y","Y","Y","Y","N","A","primary",NULL,,"2025-12-10 18:08:49","2025-12-12 14:12:27",NULL,,"N","N",,"N","N",,"N","N"
"371","373","Banner","0632b619a6cf7721900d243e5e71ab75.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-12-12 14:26:12","2025-12-12 15:12:57",NULL,,"N","N",,"N","N",,"N","N"
"372","374","Banner","6b34bee474824d7f89821e79cb02d750.jpg","N","Y","N","Y","N","A","primary",NULL,,"2025-12-12 16:32:05","2025-12-12 17:12:46",NULL,,"N","N",,"N","N",,"N","N"
"373","375","Banner","951fa6ba703b455870f86558556a8a7f.jpg","N","Y","N","Y","N","A","primary",NULL,,"2026-01-16 13:30:19","2026-01-16 16:01:11",NULL,,"N","N",,"N","N",,"N","N"
"374","376","Banner","da2f434650056a0ae648e259ea4303d9.jpg","N","Y","N","Y","N","A","primary",NULL,,"2026-01-23 09:58:58","2026-01-23 10:01:48",NULL,,"N","N",,"N","N",,"N","N"
"375","377","Banner","f51d0bea1e57d4fca547e6e379c4f375.jpg","N","Y","N","Y","N","A","primary",NULL,,"2026-01-23 10:36:29","2026-01-23 10:01:19",NULL,,"N","N",,"N","N",,"N","N"
"376","378","Banner","4ab3410f566756e2bcb19825ebc0f3a2.jpg","N","Y","N","Y","N","A","primary",NULL,,"2026-02-06 07:26:28","2026-02-06 11:02:02",NULL,,"N","N",,"N","N",,"N","N"
"377","379","Banner",NULL,"N","N","N","N","Y","A",NULL,NULL,NULL,"2026-02-19 14:45:25",NULL,NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"378","380","Banner","5896f5eafa9fc46fc42e2cdb13fc5053.jpg","N","Y","N","Y","N","A","primary",NULL,,"2026-02-19 15:15:13","2026-02-19 15:02:16",NULL,,"N","N",,"N","N",,"N","N"
"379","381","Banner","3d02bf7af87786f8cfb90d5975b28e80.png","N","Y","N","Y","N","A","primary",NULL,,"2026-02-23 13:40:24","2026-02-23 13:02:21",NULL,,"N","N",,"N","N",,"N","N"
"380","382","Banner","1366bb850387801eb8fa7ee1dbcb5ad5.jpg","N","Y","N","Y","N","A","primary",NULL,,"2026-04-09 10:02:21","2026-04-09 10:04:55",NULL,,"N","N",,"N","N",,"N","N"
"381","383","Banner","6a5acfbe996965c4272193a519291e11.jpg","N","Y","N","Y","N","A","primary",NULL,,"2026-04-09 10:51:43","2026-04-09 12:04:30",NULL,,"N","N",,"N","N",,"N","N"
"382","384","Banner","0c6d53b12ff0dcd03d7afc026d7eed42.jpg","N","Y","N","Y","N","A","primary",NULL,,"2026-05-06 15:08:43","2026-05-06 15:05:13",NULL,,"N","N",,"N","N",,"N","N"
"383","385","Banner","a9a8e4e5a83711c7920141106a85a811.jpeg","N","Y","N","Y","N","A","primary",NULL,,"2026-05-06 18:34:46","2026-05-06 19:05:15",NULL,,"N","N",,"N","N",,"N","N"
"384","386","Banner","6354e678bf8bb740962aa7f090cdf3f6.jpg","N","Y","N","Y","N","A","primary",NULL,,"2026-05-14 18:39:08","2026-05-14 20:05:50",NULL,,"N","N",,"N","N",,"N","N"
"385","387","Banner","dca6560c156b7fff8330b6fd91ba594d.jpeg","N","Y","N","Y","N","A","primary",NULL,,"2026-05-26 01:04:41","2026-05-26 01:05:23",NULL,,"N","N",,"N","N",,"N","N"
"386","388","Banner","2ed78b40329d7dfdc8f470a7b579b532.jpeg","N","Y","N","Y","N","A","primary",NULL,,"2026-06-04 16:49:15","2026-06-04 17:06:42",NULL,,"N","N",,"N","N",,"N","N"
"387","389","Banner","7cad86dad3b00ffd6182011e7baf7e3c.png","N","Y","N","Y","N","A","primary",NULL,,"2026-06-09 15:57:17","2026-06-09 16:06:36",NULL,,"N","N",,"N","N",,"N","N"
"388","390","Banner",,"Y","N","N","N","Y","A","primary",NULL,,"2026-06-13 10:46:03","2026-06-13 11:06:02",NULL,,"N","N",,"N","N",,"N","N"
"389","391","Banner","23b0a3edf20a72aedc358927423c1477.jpg","Y","Y","Y","Y","N","A","primary",NULL,"c6386dcd94a6389cb7bdbc8889371d85.jpg","2026-06-13 11:24:15","2026-06-15 18:06:54",NULL,,"N","N",,"N","N",,"N","Y"
"390","392","Banner","c642b65f6185e1e5f5cc8df78213bd98.jpeg","N","Y","N","Y","N","A","primary",NULL,,"2026-06-17 11:03:07","2026-06-17 12:06:53",NULL,,"N","N",,"N","N",,"N","N"
"391","393","Banner",NULL,"N","N","N","N","Y","A",NULL,NULL,NULL,"2026-06-20 14:55:49",NULL,NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"392","394","Banner","d723a4b42e9fe8449af70d19cd08bcae.png","N","Y","N","Y","N","A","primary",NULL,,"2026-06-23 23:33:50","2026-06-23 23:06:36",NULL,,"N","N",,"N","N",,"N","N"
"393","395","Banner","7d8d1a26bb06a9d769fa64cb6ecc987b.png","N","Y","N","Y","N","A","primary",NULL,,"2026-06-25 19:22:12","2026-06-26 18:06:48",NULL,,"N","N",,"N","N",,"N","N"
